iter	RMSE	MAE
884	0.1536473285	0.1085455834
885	0.1535458779	0.1084955193
886	0.1534363805	0.1084053828
887	0.1534040407	0.1083709118
888	0.1532974945	0.1082523681
889	0.1531818495	0.1081909309
890	0.1530727854	0.108131676
891	0.152988163	0.1080679772
892	0.1527848913	0.1079513708
893	0.1526880058	0.1078680656
894	0.152539739	0.1078072828
895	0.1524066269	0.1077189692
896	0.1523671029	0.1076622541
897	0.1523581238	0.1076446129
898	0.1522051138	0.1074926077
899	0.1520320266	0.1073954589
900	0.1519379599	0.1073481078
901	0.1518802445	0.1072742221
902	0.1518362416	0.1072206001
903	0.1517759564	0.1071472694
904	0.1516743	0.1070419763
905	0.1516165275	0.106983967
906	0.1515103801	0.1068819911
907	0.151501336	0.106865993
908	0.15140132	0.1068004199
909	0.1513146756	0.1067586157
910	0.1512799506	0.10672374
911	0.1512392331	0.1066624022
912	0.1511721804	0.1065729391
913	0.151164289	0.106567536
914	0.1510959255	0.1065086027
915	0.1509887178	0.1064274272
916	0.1509350363	0.1063487988
917	0.1508530388	0.1062772271
918	0.1507702955	0.1062154453
919	0.150765439	0.1062056731
920	0.1506799512	0.1061708019
921	0.1505690366	0.1061067046
922	0.1504975058	0.1060164813
923	0.1504089254	0.1059351794
924	0.1502892042	0.1058525159
925	0.150231507	0.1057821693
926	0.1501544467	0.1057090754
927	0.1501015634	0.1056603038
928	0.1500034479	0.1056115421
929	0.1499155352	0.1055477202
930	0.1499079719	0.1055413943
931	0.1498419914	0.1054892446
932	0.1498253471	0.1054742199
933	0.1497797694	0.1054177419
934	0.1496163215	0.1053235453
935	0.1495357192	0.1052432396
936	0.1494530221	0.1051432499
937	0.1494077167	0.1050987056
938	0.1493135405	0.1050373211
939	0.1491509856	0.1049445487
940	0.1490811152	0.1048843959
941	0.1490753397	0.1048712353
942	0.1490198533	0.1048429762
943	0.1489574712	0.1047695332
944	0.1488991953	0.1047375298
945	0.1488502693	0.1046844958
946	0.1488038635	0.1046465722
947	0.1486664626	0.1045679769
948	0.1486260467	0.1045213201
949	0.1485081941	0.1044398794
950	0.1485007562	0.1044246341
951	0.148377897	0.1043444027
952	0.1482803575	0.1042766156
953	0.1482267877	0.1042258374
954	0.14815726	0.1041732909
955	0.148065726	0.1040781144
956	0.1480217464	0.1040309821
957	0.1480168186	0.1040200814
958	0.1479704205	0.1039898998
959	0.1478651137	0.1039092024
960	0.1478170334	0.1038571271
961	0.1476900876	0.1038047959
962	0.147630211	0.1037377561
963	0.1475744478	0.1036696795
964	0.1475039072	0.1036090895
965	0.14747589	0.1035669971
966	0.1473410453	0.1034579002
967	0.1472207963	0.1033445384
968	0.1471347807	0.1033000669
969	0.147090567	0.1032446187
970	0.147005525	0.1031533343
971	0.1469502472	0.1030955282
972	0.1468248184	0.1030154624
973	0.1466775152	0.1029210906
974	0.1465518333	0.102815845
975	0.146422868	0.1026915123
976	0.1463437987	0.1026085318
977	0.1462047755	0.1025158081
978	0.146129285	0.1024801835
979	0.1460398814	0.1024217406
980	0.1460001917	0.1023890972
981	0.1459862364	0.1023648994
982	0.145925958	0.1023177813
983	0.1457389415	0.1021597252
984	0.1456334819	0.1021001083
985	0.1455696593	0.1020627872
986	0.1455050123	0.1020314397
987	0.1454338735	0.1019597621
988	0.1453967163	0.1019117629
989	0.1452880451	0.1018186478
990	0.1451879472	0.1017408408
991	0.1451378851	0.1016833672
992	0.1451306816	0.1016686334
993	0.1450320882	0.1016154004
994	0.1449993076	0.1015716076
995	0.1449338576	0.1015250724
996	0.1448093068	0.1014435979
997	0.14470827	0.1013493795
998	0.1445959678	0.1012364863
999	0.1445371807	0.1011953976
